Sentence_ID,Sentence_Text,Project_Simple_Tags,Project_Simple_Time,Project_CustomBERT_Tags,Project_CustomBERT_Time,Extra_Stanza_Tags,Extra_Stanza_Time,Extra_Zeyrek_Tags,Extra_Zeyrek_Time
0,Çayın kenarında oturup sıcak bir çay içtik.,çayın/NOUN | kenarında/NOUN | oturup/NOUN | sıcak/NOUN | bir/NUM | çay/NOUN | içtik/NOUN,0.0008900165557861328,Çayın/AD-NOUN | kenarında/AD-NOUN | oturup/FİİL-VERB | sıcak/SIFAT-ADJECTIVE | bir/BELİRLEYİCİ-DET | çay/AD-NOUN | içtik/FİİL-VERB | ./NOKTALAMA-PUNCTUATION,0.21956849098205566,Çayın/NOUN | kenarında/ADJ | oturup/VERB | sıcak/ADJ | bir/DET | çay/NOUN | içtik/VERB | ./PUNCT,0.06000518798828125,"Parse(word='Çayın', lemma='Çay', pos='Noun', morphemes=['Noun', 'A3sg', 'Gen'], formatted='[Çay:Noun,Prop] çay:Noun+A3sg+ın:Gen')/ERROR | Parse(word='kenarında', lemma='kenar', pos='Noun', morphemes=['Noun', 'A3sg', 'P2sg', 'Loc'], formatted='[kenar:Noun] kenar:Noun+A3sg+ın:P2sg+da:Loc')/ERROR | Parse(word='oturup', lemma='oturmak', pos='Adv', morphemes=['Verb', 'AfterDoingSo', 'Adv'], formatted='[oturmak:Verb] otur:Verb|up:AfterDoingSo→Adv')/ERROR | Parse(word='sıcak', lemma='sıcak', pos='Adj', morphemes=['Adj'], formatted='[sıcak:Adj] sıcak:Adj')/ERROR | Parse(word='bir', lemma='bir', pos='Adj', morphemes=['Adj'], formatted='[bir:Adj] bir:Adj')/ERROR | Parse(word='çay', lemma='Çay', pos='Noun', morphemes=['Noun', 'A3sg'], formatted='[Çay:Noun,Prop] çay:Noun+A3sg')/ERROR | Parse(word='içtik', lemma='içmek', pos='Verb', morphemes=['Verb', 'Past', 'A1pl'], formatted='[içmek:Verb] iç:Verb+ti:Past+k:A1pl')/ERROR | Parse(word='.', lemma='.', pos='Punc', morphemes=['Punc'], formatted='[.:Punc] .:Punc')/ERROR",0.05800199508666992
1,"Yüz kere söyledim, şu yastığın kılıfını yüz.",Yüz/NUM | kere/NOUN | söyledim/NOUN | şu/PRON | yastığın/NOUN | kılıfını/NOUN | yüz/NUM,6.723403930664062e-05,"Yüz/SIFAT-ADJECTIVE | kere/AD-NOUN | söyledim/FİİL-VERB | ,/NOKTALAMA-PUNCTUATION | şu/BELİRLEYİCİ-DET | yastığın/AD-NOUN | kılıfını/AD-NOUN | yüz/AD-NOUN | ./NOKTALAMA-PUNCTUATION",0.046892404556274414,"Yüz/NUM | kere/NOUN | söyledim/VERB | ,/PUNCT | şu/DET | yastığın/NOUN | kılıfını/NOUN | yüz/AUX | ./PUNCT",0.06327247619628906,"Parse(word='Yüz', lemma='yüz', pos='Num', morphemes=['Num'], formatted='[yüz:Num,Card] yüz:Num')/ERROR | Parse(word='kere', lemma='ker', pos='Noun', morphemes=['Noun', 'A3sg', 'Dat'], formatted='[ker:Noun] ker:Noun+A3sg+e:Dat')/ERROR | Parse(word='söyledim', lemma='söylemek', pos='Verb', morphemes=['Verb', 'Past', 'A1sg'], formatted='[söylemek:Verb] söyle:Verb+di:Past+m:A1sg')/ERROR | Parse(word=',', lemma=',', pos='Punc', morphemes=['Punc'], formatted='[,:Punc] ,:Punc')/ERROR | Parse(word='şu', lemma='şu', pos='Adj', morphemes=['Adj'], formatted='[şu:Adj] şu:Adj')/ERROR | Parse(word='yastığın', lemma='yasmak', pos='Adj', morphemes=['Verb', 'PastPart', 'Adj', 'P2sg'], formatted='[yasmak:Verb] yas:Verb|tığ:PastPart→Adj+ın:P2sg')/ERROR | Parse(word='kılıfını', lemma='kılıf', pos='Noun', morphemes=['Noun', 'A3sg', 'P2sg', 'Acc'], formatted='[kılıf:Noun] kılıf:Noun+A3sg+ın:P2sg+ı:Acc')/ERROR | Parse(word='yüz', lemma='yüz', pos='Num', morphemes=['Num'], formatted='[yüz:Num,Card] yüz:Num')/ERROR | Parse(word='.', lemma='.', pos='Punc', morphemes=['Punc'], formatted='[.:Punc] .:Punc')/ERROR",0.014582395553588867
2,"Bu yaz, bana sık sık mektup yaz.",Bu/PRON | yaz/NOUN | bana/NOUN | sık/NOUN | sık/NOUN | mektup/NOUN | yaz/NOUN,0.00010418891906738281,"Bu/BELİRLEYİCİ-DET | yaz/AD-NOUN | ,/NOKTALAMA-PUNCTUATION | bana/ADIL-PRONOUN | sık/BELİRTEÇ-ADVERB | sık/BELİRTEÇ-ADVERB | mektup/AD-NOUN | yaz/FİİL-VERB | ./NOKTALAMA-PUNCTUATION",0.047208547592163086,"Bu/DET | yaz/NOUN | ,/PUNCT | bana/PRON | sık/ADV | sık/ADJ | mektup/NOUN | yaz/VERB | ./PUNCT",0.0450282096862793,"Parse(word='Bu', lemma='bu', pos='Det', morphemes=['Det'], formatted='[bu:Det] bu:Det')/ERROR | Parse(word='yaz', lemma='yazmak', pos='Verb', morphemes=['Verb', 'Imp', 'A2sg'], formatted='[yazmak:Verb] yaz:Verb+Imp+A2sg')/ERROR | Parse(word=',', lemma=',', pos='Punc', morphemes=['Punc'], formatted='[,:Punc] ,:Punc')/ERROR | Parse(word='bana', lemma='banmak', pos='Verb', morphemes=['Verb', 'Opt', 'A3sg'], formatted='[banmak:Verb] ban:Verb+a:Opt+A3sg')/ERROR | Parse(word='sık', lemma='sık', pos='Adj', morphemes=['Adj'], formatted='[sık:Adj] sık:Adj')/ERROR | Parse(word='sık', lemma='sık', pos='Adj', morphemes=['Adj'], formatted='[sık:Adj] sık:Adj')/ERROR | Parse(word='mektup', lemma='mektup', pos='Noun', morphemes=['Noun', 'A3sg'], formatted='[mektup:Noun] mektup:Noun+A3sg')/ERROR | Parse(word='yaz', lemma='yazmak', pos='Verb', morphemes=['Verb', 'Imp', 'A2sg'], formatted='[yazmak:Verb] yaz:Verb+Imp+A2sg')/ERROR | Parse(word='.', lemma='.', pos='Punc', morphemes=['Punc'], formatted='[.:Punc] .:Punc')/ERROR",0.006259441375732422
3,Ocak ayında yeni bir ocak satın aldık.,Ocak/NOUN | ayında/NOUN | yeni/NOUN | bir/NUM | ocak/NOUN | satın/NOUN | aldık/NOUN,6.508827209472656e-05,Ocak/AD-NOUN | ayında/AD-NOUN | yeni/SIFAT-ADJECTIVE | bir/BELİRLEYİCİ-DET | ocak/AD-NOUN | satın/AD-NOUN | aldık/FİİL-VERB | ./NOKTALAMA-PUNCTUATION,0.04155731201171875,Ocak/NOUN | ayında/NOUN | yeni/ADJ | bir/DET | ocak/NOUN | satın/ADV | aldık/VERB | ./PUNCT,0.05378890037536621,"Parse(word='Ocak', lemma='ocak', pos='Noun', morphemes=['Noun', 'A3sg'], formatted='[ocak:Noun] ocak:Noun+A3sg')/ERROR | Parse(word='ayında', lemma='ay', pos='Noun', morphemes=['Noun', 'A3sg', 'P2sg', 'Loc'], formatted='[ay:Noun] ay:Noun+A3sg+ın:P2sg+da:Loc')/ERROR | Parse(word='yeni', lemma='yeni', pos='Adj', morphemes=['Adj'], formatted='[yeni:Adj] yeni:Adj')/ERROR | Parse(word='bir', lemma='bir', pos='Adj', morphemes=['Adj'], formatted='[bir:Adj] bir:Adj')/ERROR | Parse(word='ocak', lemma='ocak', pos='Noun', morphemes=['Noun', 'A3sg'], formatted='[ocak:Noun] ocak:Noun+A3sg')/ERROR | Parse(word='satın', lemma='satmak', pos='Verb', morphemes=['Verb', 'Imp', 'A2pl'], formatted='[satmak:Verb] sat:Verb+Imp+ın:A2pl')/ERROR | Parse(word='aldık', lemma='almak', pos='Verb', morphemes=['Verb', 'Past', 'A1pl'], formatted='[almak:Verb] al:Verb+dı:Past+k:A1pl')/ERROR | Parse(word='.', lemma='.', pos='Punc', morphemes=['Punc'], formatted='[.:Punc] .:Punc')/ERROR",0.013094902038574219
4,"Kır saçlı adam, odunları dizinde kır.",Kır/NOUN | saçlı/NOUN | adam/NOUN | odunları/NOUN | dizinde/NOUN | kır/NOUN,0.00011348724365234375,"Kır/SIFAT-ADJECTIVE | saçlı/SIFAT-ADJECTIVE | adam/AD-NOUN | ,/NOKTALAMA-PUNCTUATION | odunları/AD-NOUN | dizinde/AD-NOUN | kır/FİİL-VERB | ./NOKTALAMA-PUNCTUATION",0.04214215278625488,"Kır/NOUN | saçlı/ADJ | adam/NOUN | ,/PUNCT | odunları/NOUN | dizinde/NOUN | kır/NOUN | ./PUNCT",0.05419325828552246,"Parse(word='Kır', lemma='kır', pos='Adj', morphemes=['Adj'], formatted='[kır:Adj] kır:Adj')/ERROR | Parse(word='saçlı', lemma='saç', pos='Adj', morphemes=['Noun', 'A3sg', 'With', 'Adj'], formatted='[saç:Noun] saç:Noun+A3sg|lı:With→Adj')/ERROR | Parse(word='adam', lemma='ada', pos='Noun', morphemes=['Noun', 'A3sg', 'P1sg'], formatted='[ada:Noun] ada:Noun+A3sg+m:P1sg')/ERROR | Parse(word=',', lemma=',', pos='Punc', morphemes=['Punc'], formatted='[,:Punc] ,:Punc')/ERROR | Parse(word='odunları', lemma='odun', pos='Noun', morphemes=['Noun', 'A3pl', 'Acc'], formatted='[odun:Noun] odun:Noun+lar:A3pl+ı:Acc')/ERROR | Parse(word='dizinde', lemma='diz', pos='Noun', morphemes=['Noun', 'A3sg', 'P2sg', 'Loc'], formatted='[diz:Noun] diz:Noun+A3sg+in:P2sg+de:Loc')/ERROR | Parse(word='kır', lemma='kır', pos='Adj', morphemes=['Adj'], formatted='[kır:Adj] kır:Adj')/ERROR | Parse(word='.', lemma='.', pos='Punc', morphemes=['Punc'], formatted='[.:Punc] .:Punc')/ERROR",0.011165618896484375
5,"Atı alan Üsküdar'ı geçti, sen o taşı at.",Atı/VERB | alan/NOUN | üsküdar/NOUN | ı/NOUN | geçti/VERB | sen/PRON | o/PRON | taşı/NOUN | at/NOUN,9.989738464355469e-05,"Atı/AD-NOUN | alan/FİİL-VERB | Üsküdar'ı/AD-NOUN | geçti/FİİL-VERB | ,/NOKTALAMA-PUNCTUATION | sen/ADIL-PRONOUN | o/BELİRLEYİCİ-DET | taşı/AD-NOUN | at/FİİL-VERB | ./NOKTALAMA-PUNCTUATION",0.04922962188720703,"Atı/NOUN | alan/VERB | Üsküdar'ı/PROPN | geçti/VERB | ,/PUNCT | sen/PRON | o/DET | taşı/NOUN | at/VERB | ./PUNCT",0.053899288177490234,"Parse(word='Atı', lemma='at', pos='Noun', morphemes=['Noun', 'A3sg', 'Acc'], formatted='[at:Noun] at:Noun+A3sg+ı:Acc')/ERROR | Parse(word='alan', lemma='ala', pos='Noun', morphemes=['Noun', 'A3sg', 'P2sg'], formatted='[ala:Noun] ala:Noun+A3sg+n:P2sg')/ERROR | Parse(word='Üsküdarı', lemma='Üsküdar', pos='Noun', morphemes=['Noun', 'A3sg', 'Acc'], formatted='[Üsküdar:Noun,Prop] üsküdar:Noun+A3sg+ı:Acc')/ERROR | Parse(word='geçti', lemma='geçmek', pos='Verb', morphemes=['Verb', 'Past', 'A3sg'], formatted='[geçmek:Verb] geç:Verb+ti:Past+A3sg')/ERROR | Parse(word=',', lemma=',', pos='Punc', morphemes=['Punc'], formatted='[,:Punc] ,:Punc')/ERROR | Parse(word='sen', lemma='se', pos='Noun', morphemes=['Noun', 'A3sg', 'P2sg'], formatted='[se:Noun] se:Noun+A3sg+n:P2sg')/ERROR | Parse(word='o', lemma='o', pos='Det', morphemes=['Det'], formatted='[o:Det] o:Det')/ERROR | Parse(word='taşı', lemma='taşımak', pos='Verb', morphemes=['Verb', 'Imp', 'A2sg'], formatted='[taşımak:Verb] taşı:Verb+Imp+A2sg')/ERROR | Parse(word='at', lemma='atmak', pos='Verb', morphemes=['Verb', 'Imp', 'A2sg'], formatted='[atmak:Verb] at:Verb+Imp+A2sg')/ERROR | Parse(word='.', lemma='.', pos='Punc', morphemes=['Punc'], formatted='[.:Punc] .:Punc')/ERROR",0.016655683517456055
6,Ben bu benleri yüzümden aldırmak istiyorum.,Ben/PRON | bu/PRON | benleri/NOUN | yüzümden/NOUN | aldırmak/VERB | istiyorum/NOUN,8.368492126464844e-05,Ben/ADIL-PRONOUN | bu/BELİRLEYİCİ-DET | benleri/AD-NOUN | yüzümden/AD-NOUN | aldırmak/FİİL-VERB | istiyorum/FİİL-VERB | ./NOKTALAMA-PUNCTUATION,0.04410243034362793,Ben/PRON | bu/DET | benleri/PRON | yüzümden/NOUN | aldırmak/VERB | istiyorum/VERB | ./PUNCT,0.05786395072937012,"Parse(word='Ben', lemma='ben', pos='Pron', morphemes=['Pron', 'A1sg'], formatted='[ben:Pron,Pers] ben:Pron+A1sg')/ERROR | Parse(word='bu', lemma='bu', pos='Det', morphemes=['Det'], formatted='[bu:Det] bu:Det')/ERROR | Parse(word='benleri', lemma='ben', pos='Noun', morphemes=['Noun', 'A3sg', 'P3pl'], formatted='[ben:Noun] ben:Noun+A3sg+leri:P3pl')/ERROR | Parse(word='yüzümden', lemma='yüz', pos='Noun', morphemes=['Noun', 'A3sg', 'P1sg', 'Abl'], formatted='[yüz:Noun] yüz:Noun+A3sg+üm:P1sg+den:Abl')/ERROR | Parse(word='aldırmak', lemma='aldırmak', pos='Noun', morphemes=['Verb', 'Inf1', 'Noun', 'A3sg'], formatted='[aldırmak:Verb] aldır:Verb|mak:Inf1→Noun+A3sg')/ERROR | Parse(word='istiyorum', lemma='istemek', pos='Verb', morphemes=['Verb', 'Prog1', 'A1sg'], formatted='[istemek:Verb] ist:Verb+iyor:Prog1+um:A1sg')/ERROR | Parse(word='.', lemma='.', pos='Punc', morphemes=['Punc'], formatted='[.:Punc] .:Punc')/ERROR",0.013390779495239258
7,"Kaz gelecek yerden tavuk esirgenmez, toprağı kaz.",Kaz/NOUN | gelecek/VERB | yerden/NOUN | tavuk/NOUN | esirgenmez/NOUN | toprağı/NOUN | kaz/NOUN,0.00012254714965820312,"Kaz/AD-NOUN | gelecek/SIFAT-ADJECTIVE | yerden/AD-NOUN | tavuk/AD-NOUN | esirgenmez/FİİL-VERB | ,/NOKTALAMA-PUNCTUATION | toprağı/AD-NOUN | kaz/FİİL-VERB | ./NOKTALAMA-PUNCTUATION",0.04457664489746094,"Kaz/NOUN | gelecek/VERB | yerden/NOUN | tavuk/NOUN | esirgenmez/VERB | ,/PUNCT | toprağı/NOUN | kaz/NOUN | ./PUNCT",0.06463861465454102,"Parse(word='Kaz', lemma='kaz', pos='Adj', morphemes=['Adj'], formatted='[kaz:Adj] kaz:Adj')/ERROR | Parse(word='gelecek', lemma='gelecek', pos='Adj', morphemes=['Adj'], formatted='[gelecek:Adj] gelecek:Adj')/ERROR | Parse(word='yerden', lemma='yer', pos='Noun', morphemes=['Noun', 'A3sg', 'Abl'], formatted='[yer:Noun] yer:Noun+A3sg+den:Abl')/ERROR | Parse(word='tavuk', lemma='tavuk', pos='Noun', morphemes=['Noun', 'A3sg'], formatted='[tavuk:Noun] tavuk:Noun+A3sg')/ERROR | Parse(word='esirgenmez', lemma='esirgemek', pos='Verb', morphemes=['Verb', 'Pass', 'Verb', 'Neg', 'Aor', 'A3sg'], formatted='[esirgemek:Verb] esirge:Verb|n:Pass→Verb+me:Neg+z:Aor+A3sg')/ERROR | Parse(word=',', lemma=',', pos='Punc', morphemes=['Punc'], formatted='[,:Punc] ,:Punc')/ERROR | Parse(word='toprağı', lemma='toprak', pos='Noun', morphemes=['Noun', 'A3sg', 'Acc'], formatted='[toprak:Noun] toprağ:Noun+A3sg+ı:Acc')/ERROR | Parse(word='kaz', lemma='kaz', pos='Adj', morphemes=['Adj'], formatted='[kaz:Adj] kaz:Adj')/ERROR | Parse(word='.', lemma='.', pos='Punc', morphemes=['Punc'], formatted='[.:Punc] .:Punc')/ERROR",0.013105630874633789
8,Dolu yağarken bardak tamamen dolu muydu?,Dolu/NOUN | yağarken/NOUN | bardak/NOUN | tamamen/NOUN | dolu/NOUN | muydu/VERB,9.655952453613281e-05,Dolu/BELİRTEÇ-ADVERB | yağarken/FİİL-VERB | bardak/AD-NOUN | tamamen/BELİRTEÇ-ADVERB | dolu/FİİL-VERB | muydu/FİİL-VERB | ?/NOKTALAMA-PUNCTUATION,0.043839454650878906,Dolu/ADJ | yağarken/VERB | bardak/NOUN | tamamen/ADV | dolu/ADJ | muydu/AUX | ?/PUNCT,0.06918048858642578,"Parse(word='Dolu', lemma='dolu', pos='Adj', morphemes=['Adj'], formatted='[dolu:Adj] dolu:Adj')/ERROR | Parse(word='yağarken', lemma='yağmak', pos='Adv', morphemes=['Verb', 'Aor', 'While', 'Adv'], formatted='[yağmak:Verb] yağ:Verb+ar:Aor|ken:While→Adv')/ERROR | Parse(word='bardak', lemma='bardak', pos='Adj', morphemes=['Adj'], formatted='[bardak:Adj] bardak:Adj')/ERROR | Parse(word='tamamen', lemma='tamamen', pos='Adv', morphemes=['Adv'], formatted='[tamamen:Adv] tamamen:Adv')/ERROR | Parse(word='dolu', lemma='dolu', pos='Adj', morphemes=['Adj'], formatted='[dolu:Adj] dolu:Adj')/ERROR | Parse(word='muydu', lemma='mu', pos='Ques', morphemes=['Ques', 'Past', 'A3sg'], formatted='[mu:Ques] mu:Ques+ydu:Past+A3sg')/ERROR | Parse(word='?', lemma='?', pos='Punc', morphemes=['Punc'], formatted='[?:Punc] ?:Punc')/ERROR",0.007252216339111328
9,Kara görününce gemidekiler kara kara düşünmeye başladı.,Kara/NOUN | görününce/NOUN | gemidekiler/NOUN | kara/NOUN | kara/NOUN | düşünmeye/NOUN | başladı/VERB,0.00010561943054199219,Kara/AD-NOUN | görününce/FİİL-VERB | gemidekiler/AD-NOUN | kara/BELİRTEÇ-ADVERB | kara/BELİRTEÇ-ADVERB | düşünmeye/FİİL-VERB | başladı/FİİL-VERB | ./NOKTALAMA-PUNCTUATION,0.04813671112060547,Kara/ADJ | görününce/VERB | gemideki/VERB | ler/ADP | kara/ADJ | kara/ADJ | düşünmeye/VERB | başladı/VERB | ./PUNCT,0.12598085403442383,"Parse(word='Kara', lemma='kara', pos='Adj', morphemes=['Adj'], formatted='[kara:Adj] kara:Adj')/ERROR | Parse(word='görününce', lemma='görünmek', pos='Adv', morphemes=['Verb', 'When', 'Adv'], formatted='[görünmek:Verb] görün:Verb|ünce:When→Adv')/ERROR | Parse(word='gemidekiler', lemma='gemi', pos='Verb', morphemes=['Noun', 'A3sg', 'Loc', 'Rel', 'Adj', 'Zero', 'Verb', 'Pres', 'A3pl'], formatted='[gemi:Noun] gemi:Noun+A3sg+de:Loc|ki:Rel→Adj|Zero→Verb+Pres+ler:A3pl')/ERROR | Parse(word='kara', lemma='kara', pos='Adj', morphemes=['Adj'], formatted='[kara:Adj] kara:Adj')/ERROR | Parse(word='kara', lemma='kara', pos='Adj', morphemes=['Adj'], formatted='[kara:Adj] kara:Adj')/ERROR | Parse(word='düşünmeye', lemma='düşünmek', pos='Verb', morphemes=['Verb', 'Neg', 'Opt', 'A3sg'], formatted='[düşünmek:Verb] düşün:Verb+me:Neg+ye:Opt+A3sg')/ERROR | Parse(word='başladı', lemma='başlamak', pos='Verb', morphemes=['Verb', 'Past', 'A3sg'], formatted='[başlamak:Verb] başla:Verb+dı:Past+A3sg')/ERROR | Parse(word='.', lemma='.', pos='Punc', morphemes=['Punc'], formatted='[.:Punc] .:Punc')/ERROR",0.017301321029663086
